,tweet_text
7795,"Opened yesterday. Line too long to wait in just to look. #SXSW #sxswi @mention Apple Store, SXSW {link}"
4418,Is starting to think my #blackberry is more like the #abacus of phones. Damn u #iphone. #sxsw (I just wanted # abacus)
5338,RT @mention Best thing I've heard this wknd @mention #SXSW &quot;I gave my iPad 2 money 2 #Japan relief. I don't need iPad 2&quot;(@mention @mention)
3401,@mention I'm glad I don't have an iPad 2 ... I think. #sxsw
5175,RT @mention Anyone who was going to buy a new iPad should donate to #Japan #tsunami victims instead. #sxsw
7245,Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw
5676,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today at #sxsw rww.to/f6BCEt | O'goody more overload"
3172,I think #Google lost their way by caring too much about their business (instead of their users) Tim O'Reilly #sxsw #pnid
3632,Guy with iPad 2 taking photos of @mention slides. Awkward! #sxsw
7109,@mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW
926,Tomlinson of TX Observer says Apple subscription data holding is biggest impediment to success. #newsapps #sxsw
734,"Google to Launch Major New Social Network Called Circles (Updated) {link} *Not launched at #SXSW, but soon. Should I care?"
341,".@mention Bad Apple: shows up late, Qs the process, poo-poos ideas, leaves early. Can even be &quot;I'm too creative &quot; or busy #gamestorming #sxsw"
1860,GroupMe talks about Apple App Store approval woes - there would be a big group of people that would agree with that! #whowillrise #sxsw
4169,"Nope, seems no Google Circles launch today: {link} #sxsw"
5138,"Diabetes on a plate. Thanks Google, already have that covered. {link} #sxsw"
985,.@mention Problem with Google Living Stories was the process of creating content didn't change - was just an interface. #hacknews #SXSW
2268,Pretty excited for my iPhone to stop working #sxsw #AT&amp;T
5251,RT @mention Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw
1099,���@mention The 10 most dangerous IPhone apps. #sxsw {link}
7609,"#SXSW does the world really needs Google Circles, Fb will just implement it eventually"
1861,It's not all Apple love here at #sxsw. Heard quite a bit of grumbling about holding back features on iPad 1 so people would have to buy v2.
7279,I can hear those ipad 2 nutters ipading away even now. Such is life in the techno hipster Mecca. #SXSW
3230,@mention Ha! I feel like the only person at #sxsw with a non-Mac/iPad!
7354,&quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw
5691,RT @mention Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW
1134,"So I went the whole day w/out my laptop &amp; just used my iPad 1. Things I missed: FTP, cloudapp, fast typing, &amp; skype. #iPad #sxsw"
3787,First talk of the day : iPad design headaches. #SXSW
1469,Hmm...can't get Twitter searches to update in Hootsuite or Tweetdeck on iPad. #SXSW
1955,@mention Apple pop-up store at #sxsw was 5 blocks long! #BetterThingsToDo
3042,Cab ride from hell to get to Apple store at mall. They were sold out. Getting dinner then have to figure how how to get back to hotel. #sxsw
2552,"the future is about networks, not just data. that's why google may not win long term #SXSW #web3 #SaatchiNY"
2670,Several years too late? I think the trend of social apps is over... @mention  #sxsw #google #circles #conversation @mention
1702,Not even 10am here in Austin and my iPhone battery is at 54% - shit #SXSW #notevenstartedyet
6298,RT @mention RT @mention forward to delicious T-Mobile 4G here in Austin while iPhone users struggle to do anything. #SXSW
616,.@mention I have a feeling #SXSW will be the worst place to try &amp; get an iPad 2- everyone there will be trying to get one. #techiesunite
163,"Seriously #sxsw? Did you do any testing on the mobile apps? Constant iPad crashes causing lost schedules, and no sync for WP7."
4676,"Google product showcases never feel that cool. No price tag, brand equity, wow factor attached. #sxsw marissa mayer"
5335,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention @mention
2690,just walked by the line for the iPad 2. Bahahahaha! at least 5 blocks long. #fail #SXSW
6941,&quot;No other reason for Apple's continued survival than the existence of God&quot; - @mention #enchantment  #SXSW #sxswi
3404,@mention I'm guessing there will not be an #Android app in time for #SXSW?
4005,"I was really hoping #SXSW would bring an Android version of @mention Oh well, maybe someday...a long time from now."
5090,RT @mention #sxsw WAZE {link} is duking it out with google re: personalized mapping experience. Friendly &quot;panel crashing&quot;
3678,"My row this morning two people hand writing notes, one person on a Blackberry and me on a #pc - proof Apple isn't a monopoly at #sxsw"
1252,Deny a return by #SocialFuel #SxSw to see the big difference..rt @mention & quot; The Revolution Will Be Clumsily Translate By Google. & Quot;
7302,Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link}
3615,Hey @mention your app won't download from the Android app market. Just a heads up #SXSW
6925,Both Microsoft and Google are ripping us off too {link} :( @mention a Joomla! wannabe logo #sxsw {link}
3470,Farmers like Blackberry smart phones because iPhone's &quot;don't last long on the farm&quot;. #mobilefarm #sxsw
1273,"if #Apple weren't so cocky, perhaps a separate ipad2 store at #SXSW would have been a good idea. guess they don't need the extra marketing;)"
912,&quot;All of #SXSW is nothing but a teeming sea of iPhone addicts too busy Twittering to ever engage with one anoth��_ (cont) {link}
1239,Def could use an iPad for  #SXSW today. Tweeting via iPhone sorta pretty much sux.
3674,"Bad news is it costs $1,000? RT @mention Louis Vuitton has an iPhone app. Called Amble #digitalluxury #sxsw"
4317,"SXSW iPhone app is awesome, but iPad app crashes every time. #sxsw"
7178,Clearly Apple has another daylight savings time bug with the iPhone 4 alarm. Also need to remember to fix my room's clocks. Whoops. #SXSW
2349,You should probably put that away... RT @mention at the Android party and kinda embarrassed by my iPhone #SXSW
6129,RT @mention New Iphone autocorrect already tried to change &quot;coworkers&quot; to &quot;visigoths.&quot; Its going to be a long five days of #sxsw
7370,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw
4624,Heading to iPad Design Headaches in Hilton - Salon J #sxsw
2894,google presentation by Mayer is a sales pitch #fail #sxsw
3893,&quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW
3067,Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an #iPad 2.&quot; @mention @mention
7764,Google possibly  launching a social media service - again... #sxsw {link}
3929,About to learn all about design headaches for iPad #sxsw
7671,Anyone else with an iPhone getting the &quot;could not activate cellular data network&quot; error message? Is this a warning of #sxsw things to come?
8123,Oh no another way to talk shit on the net Google to Launch Major New Social Network Called Circles Possibly Today {link} #sxsw
5480,"RT @mention False Alarm: Google Circles Not Coming Now, And Probably Not Ever {link} - so much for reports that it would unveil at #sxsw"
7194,All LBS apps on my iPhone think I am in Orlando :)) ! I guess I have 2 check in at Disney vs #SXSW :))
1289,Disgusted with my iPhone's battery life. Already down to 11% at 3:30 pm while my blackberry is going strong. #Sxsw
8359,Just because google patented something i.e. (Age of domain in rankings algorithm) doesn't mean they use it #qagb #SXSW
4246,Sitting on the floor behind a guy who's fondling his new iPad 2 in a very disturbing way. #sxsw
4937,RT @mention &quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW
526,"Austin is getting full, and #SXSW is underway.  I can tell because my iPhone is an intermittent brick. #crowded"
5933,RT @mention Ironic? I googled the directions to @mention party and ended up walked 6 blocks in the wrong direction. Time for bed I think. #SXSW
5791,"RT @mention Hm? Do we need another 1? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw"
7426,iPad 2 turned into giant camera looks plain stupid #sxsw
2333,Major iPad design flaw: the SXSW Go iPad app. It doesn't stay open when you switch apps! #ipaddesignheadaches #sxsw
3981,Google will eat itself #rhizome #sxswk #sxsw  @mention Hilton {link}
4957,"RT @mention &quot;multiple approaches to monetization&quot; re: iPhone game dev &quot;but ads would cheapen our product&quot; ok, good luck with that #sxsw"
313,Overheard at #sxsw interactive: &quot;Arg! I hate the iphone! I want my blackberry back&quot; #shocked
293,iPad news apps 'so last year' at #SXSW {link}
7387,Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw
3896,&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link}
3382,@mention I outdid myself this time with the tech #FAIL. iPhone=broken. Might be the worst thing that can ever happen at #sxsw
362,Google vs Bing on #bettersearch. Bing has a shot at success w/ structured search.  Potentially higher margin CPA model vs #Google. #SXSW
3563,"@mention Instagram, but it's iPhone only at the moment mister &quot;Has to be cool and different and get an EVO&quot; that SUCKS. #sxsw"
3880,Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing
4140,just got mine &amp; i disagree RT  @mention Peter Cashmore on iPad 2 it's only a minor improvement Not worth it unless you've $ 2 burn #SXSW
2843,Gamechanger like Wave and Buzz no doubt RT @mention Google to Launch Major New Social Network Called Circles {link} #sxsw
1422,SHITE APP. :( RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponso��_ (cont) {link}
8577,Hmmm...Taxi Magic on iPhone does not appear to be so magic any more in Austin #sxsw
7746,Just saw someone take a picture with an iPad 2 for the first time. Looks as ridiculous as you'd expect. #sxsw #sightings
8053,"So, #twitter for iPhone: anyway to remove/burn hashtags? Eg #sxsw? V v bored already, already"
1614,"@mention &quot;I've worked at Google for over 11 years, so I've seen a lot of evil.&quot; #qagb #sxsw"
3722,You know it's bad with you have to un-RSVP just to see/use your calendar.  #iphone #sxsw #FML
1402,So true!!! RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw
4314,This iPhone #SXSW app would b pretty awesome if it didn't crash every 10mins during extended browsing. #Fuckit #Illmakeitwork
2034,"NYT, WSJ at #SXSW ask: Is there a future for branded, native news apps on the iPad? {link} / no there is NOT!!"
280,&quot;The Apple store at the mall on Sunday is 10x as crowded as this. This line is fake. I just need a fucking dongle.&quot; Genius let me in. #sxsw
7832,Massive #sxsw fail to run out of #iPad2 @mention Should have had a semi full parked out front! #justsayin {link}
7831,Yet the #SXSW #iPad Pop-up store was flawless. RT @mention Apple iPad 2 Launch: Poor Planning On Apple�۪s Part {link}
6205,"RT @mention Part of Journalism is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw"
2460,"Can anybody get the #SXSW mobile apps to work? I've downloaded Android, iPhone and BlackBerry and they all get stuck downloading on startup."
3700,iPhone crisis at #sxsw Phone is stuck on silver logo screen. Has been for last 15 minutes. Help?
3717,"I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw"
5605,RT @mention Google Latina and see what you find? Porn...this is the first impression that people get about us? #latism #sxsw #sxswLatAm #LatinasInTech�۝
3326,"95% of iPhone and Droid apps have less than 1,000 downloads total. #SXSW"
5787,RT @mention Hipsters w/ oversized earphones plugged into the new IPAD make me happy that Texas has such loose gun laws #SXSW
1147,People in this Apple store do not...smell great. #sxsw #hereforwork #nottheipad2
7703,@mention Should: if you didn't get iPad 1. Shouldn't: iPad2 3G 64GB + cover + $100 = MacBook Air. #SXSW
6470,RT @mention SXSW 2011: Novelty of iPad news apps fades fast among digital delegates {link} #SXSW
6940,Yea!!! Another Google product that isn't available for Google Apps yet: Google Hotpot. #sxsw
3375,@mention I hope this year's festival isn't as crashy as this year's iPhone app. #sxsw
5508,"RT @mention Found the app kyping my iPhone's geolocation &amp; not releasing when in background. Need a patch, @mention #batterykiller #SXSW"
2178,Too quotable --&gt; RT ���@mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW
670,the first iPad didn't even exist here last year and I already feel like I'm pulling out an antique everytime I use my iPad #sxsw #ipad2
2559,Why are we leaning on web conventions like small buttons on the iPad? #UXDes #sxsw
7836,I think #SXSW has taken it upon itself to make it clear to me that a Gen 1 iPhone ain't gonna cut it anymore.
2000,"had to charge the #iphone every 6 hours here on #sxsw. running it on lowest possible screen brightness. apple, fix your basics!"
431,Why Barry Diller thinks iPad only content is nuts @mention #SXSW @mention {link} @mention
4829,RT @mention 'This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw
8445,ProTip: Avoid the Austin-area Apple stores on Friday #SXSW
268,���@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.
3938,Barry Diller says that you're silly if you write content for one form factor only. Apple like it because they get money #SXSW
679,The #SXSW iPhone app is one of the worst I've had to use in a very long time.
5428,"RT @mention Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin."
2977,Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link}
2325,Google and Bing meet at #SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link}
3724,@mention It's the next step of Google becoming Skynet. #SXSW
1843,"Doesn't make sense to limit content to a specific platform, if it's on the iPad it should be on the web @mention interview w/ @mention #sxsw"
2314,"#flipboard - when bldg app for AppStore, need wholistic mktg awareness, p.r. strategy to drive adoption Don't just rely on Apple. #rji #sxsw"
3653,Fuck the iphone! RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW ... {link}
7664,Anyone else having issues with gmail and using google services? #SXSW.
5833,RT @mention I think my effing hubby is in line for an #iPad 2. Can someone point him towards the line-up for wife number #2. #sxswi #sxsw
165,ipad2 and #sxsw...a conflagration of doofusness.  {link}
2908,The SXXpress line is almost as long as the Apple line. #sxsw {link}
3448,"Related: if u have Verizon, u will do better. #SXSW bandwidth issue. My BlackBerry always tweeted when my iPhone dawdled. #wjchat"
2864,iPhone users at #SXSW - any of you have your GPS stuck on? Is one of the new geo app updates doing it? FourSquare/gowalla?
7778,Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw
2680,why the heck doesn't google maps use browser geo-location? am I missing it somehow? using chrome. @mention #sxsw #startupbus
4041,"You finally get everyone to buy in to Facebook and then Google introduces Circles. No fair. Stop with all the innovation, people #sxsw"
4846,MT @mention (Swisher calls Apple &quot;the classiest fascist company in America&quot; #sxflip #sxsw
656,"google is interested in location based tech for indoor venues - businesses, convention centers etc.  Tech needs to improve first.  #sxsw"
5923,RT @mention iPad design headaches with Josh Clark #tapworthy #SXSW  {link}
6749,"RT @mention yes, i hate the fanboys. still valid tho- to those that waited for the iPad2 instead of enjoying #sxsw: {link}"
4967,RT @mention &quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments
6157,RT @mention Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw
6772,"Fuck. iPhone crapped out, will not charge at all. Says it is charging, but at 5% after all night. What are my options in Austin? #sxsw"
8129,@mention They're journalists. They just spent all their money on #sxsw passes. Who can afford Google TV?
3698,Many publishers' iPad content enhancements are like th worst David Foster Wallace footnotes- kinda interesting but mostly irrelevant. #sxsw
6158,RT @mention Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link}
2319,I composed a tweet so acerbic and cynical about ipad users that my phone crashed and dumped all my apps. #twitterpower #sxsw #imthatgood
17,I just noticed DST is coming this weekend. How many iPhone users will be an hour late at SXSW come Sunday morning? #SXSW #iPhone
4278,Grrr..plancast stuff exported to Google calendar in San Diego/pacific time did not shift to central tme #wack #sxsw
3143,iPad design malady: iPad Elbow - I hate the iPad's back button with the heat of a million suns. #tapworthy #sxsw
5938,RT @mention It is ridiculous to see someone taking a photo during a session with their iPad. Cannot wait to see concert use. #SXSW #Silly
406,Shipments daily - follow @mention #AppleATXdt 4 updates RT @mention Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW
551,Length of Google penalty based on severity of breach of webmaster guidelines. i.e.white text on white bgr might get 30 day pen. #sxsw #qagb
6711,"RT @mention Will overload of info delivered by Google kill discovery? Google says ppl won't lose curiosity, but I wonder...We need serendipity. #SXSW"
8267,iPhone battery is going quickly. Guy behind me let me borrow his portable charger. I want one! {link} #SXSW
1753,Apple is a more selfish brand than Microsoft but it has served its brand well.#sxsw
6767,"#sxsw iPhone app: control mania! Half of the screen used for buttons and filters, other half for content. #ui-fail"
3142,"IPad Design Headaches. interface metaphor. Looks like a book, make it behave like a book. Simple stuff, but often forgotten. #SXSW"
8672,"Hey is anyone doing #sxsw signing up for the group texting app, groupme? got it on my iphone, but no one else is on it, so....kinda useless."
718,"more that just location, PixieEngine! RT @mention Google says the future is location, location, location: {link} #SXSW #CNN"
8709,"Diller says Google TV &quot;might be run over by the PlayStation and the Xbox, which are essentially ready today.&quot; #sxsw #diller"
8081,Deleting the #sxsw iPhone app!  {link}
2904,It was awesome to hear Marissa Mayer acknowledge that Google Maps needs to increase support for its product b/c of incorrect routes. #SXSW
7187,Ughhh...Apple Store Austin at the Domain rain out of 3G iPads in first 25 minutes right before I got in #iPad2 #SXSW
5594,"RT @mention Google hotpot- rate restaurants and get personalized recos on where to eat. Um, think foursquare, yelp, etc have this covered already. #SXSW"
3480,Content will move back to the browser. Why replicate the work on an iPad when u can press one button? @mention @mention #sxsw
6978,"Part of Journalism is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw"
6024,"RT @mention Line for Source Code is even longer than for iPad 2. Take that, Apple. #sxsw"
4481,"@mention No, no, no .. I wouldn't buy an iPad 2. I'd wait for the iPad 3 with teleporting capabilities. #sxsw"
3402,@mention I'm going to #SXSW let's meet up! I can't use @mention yet because I have an Android phone but show me how it works!
4482,This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw
7269,Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw
1014,"L.A.M.E.  RT @mention &quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw"
4522,In the Consumerist's &quot;Worst Company in America 2011&quot; tournament bracket - apple is pitted against microsoft in the first round #sxsw
7572,iPhone GPS is messed up. Thinks I'm in Yonkers. Almost as good as #SXSW. {link}
3549,Been playing with/ the Windows 7 phone here at #SXSW.The animation is better than an iphone and; it does look very interesting!
5334,RT @mention Best thing I've heard this weekend at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.&quot; (@mention
1029,My iPhone says it can't connect to the Internet even though #sxsw wifi works great on my computer. Any suggestions?
8463,Dear #SXSW goer... Please look up from your fucking iPhone when walking the halls. Thanks Hipsters. Hilarious!
1051,Q: Why do social sites like Delicious often have better results than Google or Bing? #qagb #sxsw
7391,@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw
2252,"Just launched the pop-up Apple Store at #SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days."
2150,really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link}
4002,I feel silly but cannot figure out how to update the #sxsw mobile app on android. It doesn't seem to have &quot;options&quot; (bottom left button)?
7786,"#SXSW: Mistakes Made Building @mention for iPhone (Plus, How to See Its Source Code!) {link}"
4939,RT @mention &quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard
8323,We're so ungrateful bc we have too much shit to play with. So turn off some of your shit (iPhone) now and then. #sxsw
410,IPhone is dead. Find me on the secret batphone #sxsw.
2973,Outside of 9:30 panels which 75% of people skip I can barely get anything to work on my iPhone. #sxsw needs to shrink by 10k people.
315,���@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;�۝
8015,tried installing @mention on my iphone but it crashes every time i open it. #sxsw
4994,RT @mention #futuremf Trajan: Google has destroyed the &lt;title&gt; tag - websites SEO them. Open Graph Protocol added a clean title tag instead #sxsw
1460,@mention 's nexus s on t-mobile is 10x more useful than my iphone4 on AT&amp;T at #sxsw. Is it because too many ppl have iPhone?
2207,"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted. #SXSW"
3235,iPad2 in hand thanks to the Popup Apple Store at #SXSW. First impression: I may have a lemon. Backlight has some bleed thru at the bottom.
2899,"In iPad Design Headaches: Take Two Tablets, Call Me in the AM panel - excited to hear @mention live! #sxsw"
6477,RT @mention Temp Apple Store 6th St  Austin #sxsw closed for night &quot;they're out of stuff' says Austin cops barring the door!
949,@mention  packing a point by showing iphone fragmentation  #SXSW
1791,fucking mac users..... {link} #sxsw CWebb iPad Grant Hill
2293,Trying 2 convince @mention 2 watch the launch of google Social network at #SXSW . I didn't know there was going to be comedy?!
3000,Why is wifi working on my laptop but neither that nor 3g on my iphone? grrr. #sxsw
3444,@mention if it makes you feel better google-wannabe fanboys were acting like giggling schoolgirls in front of Marissa Mayer yday #SXSW
1838,2+ hour wait at the makeshift Apple store for iPad 2. #fail #sxsw
3295,Kara Swisher: Apple is the most stylish fascist company in America #sxsw
3663,@mention is about to talk about the mistakes he made building Netflix for the iPhone. #SXSW #netflixiphone
6557,RT @mention This group next to me has 6 ppl @mention the table. Everyone is using their phone/ipad instead of talking to each other. #SXSW
4194,"Ahhh, darn :( RT @mention @mention @mention according to @mention Google has confirmed it is not launching at #SXSW, if at all."
3420,It is ridiculous to see someone taking a photo during a session with their iPad. Cannot wait to see concert use. #SXSW #Silly
1021,New #SXSW rule: no more ooing and ahing over your new iPad. We get it. Its not a big deal. Everybody has one now... :-)
4858,RT @mention @mention  - False Alarm: Google Circles Not Coming Now���and Probably Not Ever? - {link} #Google #Circles #Social #SXSW
7935,Is it just me or has the @mention client for Android gotten really buggy lately? #SXSW to blame?
2146,Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw
2600,Hmm... the sxsw.com/interactive/live stream isn't ipad/mobile compatible. Maybe next year. #sxsw
5792,RT @mention Hmm... the sxsw.com/interactive/live stream isn't ipad/mobile compatible. Maybe next year. #sxsw
7645,Hey Marissa Mayer. Please tell us something new. Not about products Google launched months ago. #sxsw
2682,Why the heck would anyone want Mozilla to switch to CrapKit (WebKit) when Gecko is good? Stupid Apple/Google bandwaggoners. #sxsw
8024,I just watched &quot;iPad Design Headaches&quot; at #SXSW. Buttons are a hack.  #tapworthy
2468,Srsly love @mention @mention promo @mention Srsly hate that it excludes @mention Esp. since my iPad insists I'm at Disney #sxsw
5146,RT @mention Agreed ��� Novelty of #iPad news #apps fades fast among digital delegates ��� {link}  #media #SXSW (via @mention
7365,&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments
5179,"RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like. #seenocreepy #sxsw #PNID"
6947,Twitter you have failed me for the last time *force chokes iPhone* #sxsw
3796,Josh Clark:  I hate the iPad's back button with the heat of a million suns.  #tapworthy #SXSW
343,Trying to balance the power of power needs on iPhone vs iPad at #sxsw. This 3G iPad sucks it out quick. Might have go airplane mode.
2364,"So Annoyed with #SXSW schedule app that has bad #ui for iPad. My fingers ain't THAT fat, y'all."
3634,"@mention iPad app getting panned for design trumping content, and rightfully so. #SXSW"
6974,But are your phones staying charged? My crappy #iPhone would never handle #SXSW! RT @mention @mention @mention no sleep crazyfest!!!!!!
4584,"Organic unveils BroadFeed, social news app for ipad. Audience gets up and heads for the door. #sxsw"
4914,RT @mention @mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW
7257,"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW."
5497,"RT @mention Fodder for #snubor panel at #SXSW: &quot;Right to Forget&quot; gains traction in Europe, causing issues for Google {link}"
7293,How frustrating is it that Zeldman autocorrects to Zelda on the iPhone? #jzsxsw #sxsw
8087,@mention the apple #sxsw #popupstore is like a crack house for mac addicts
1952,A major #Apple iOS update the day before #SXSW? What genius project manager came up with that brilliant idea? #NoWhammies
2238,"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese"
5097,RT @mention #UXdes @mention is glad there are no standard #iPad navigation tools. She might be the only one! #SXSW
2585,LOL 2 true RT @mention It's official: people using the iPad 2 to take photos just look weird. #SXSW
7078,Put the iPad down idiot! #SMComedyFyeah #SxSW
8241,"Google Hotpot - &quot;Not as good as other services, but we will force it on you anyways.&quot; #SXSW"
2302,The data crunch at #SXSW is crippling Google Voice. Back to regular texting we go...
346,My iPhone battery can't keep up with my tweets! Thanks Apple.  #SXSW  #precommerce
699,My iPhone is wilting under the stress of being at #sxsw.
4534,I fully anticipate that every geek-douche will be toting an iPad 2 at #SXSW. These people are also why it's not worth going.
